1,5429,5581,,person.couch.tie.bottle.vase,couch.tie.bottle.vase
2387,128963,129006,,person.bottle,bottle
2388,129007,129042,성동일,person.chair,chair
2389,129043,129088,,person,
2390,129089,129107,,person,
2391,129108,129147,,person,
2392,129148,129167,성동일,person.bench.suitcase,bench.suitcase
2393,129168,129220,,person,
2394,129221,129241,성동일,person.bench.suitcase,bench.suitcase
2395,129242,129423,,person.bottle.refrigerator,bottle.refrigerator
2396,129424,129493,하정우.김동욱.김지석,person.car,car
2397,129494,129546,,book.bottle.person,book.bottle
2398,129547,129733,성동일,person.book.chair.bottle,book.chair.bottle
2399,129734,129806,하정우,person,
2400,129807,129851,,person,
2401,129852,129880,,person.cup.refrigerator,cup.refrigerator
2402,129881,129915,,person.backpack.boat.cup,backpack.boat.cup
2403,129916,129947,,person.bottle.cell.phone,bottle.cell.phone
2404,129948,129975,,person.fork,fork
2405,129976,130012,,person,
2406,130013,130057,하정우,person,
2407,130058,130097,,person.chair.cup,chair.cup
2408,130098,130158,하정우,person.cow,cow
2409,130159,130202,,person.backpack,backpack
2410,130203,130241,,person.chair.apple,chair.apple
2411,130242,130290,하정우,person.cow,cow
2412,130291,130326,하정우,person,
2413,130327,130442,하정우,person.cow,cow
2414,130443,130511,하정우,person,
2415,130512,130618,하정우,person.cow,cow
2416,130619,130727,,person.dog.backpack,dog.backpack
2417,130728,130821,,person.chair,chair
2418,130822,130923,,person.chair.sink,chair.sink
2419,130924,130988,김동욱,person.chair,chair
2420,130989,131031,,person,
2421,131032,131091,성동일,person,
2422,131092,131135,하정우,person,
2423,131136,131202,성동일,person,
2424,131203,131287,하정우,person,
2425,131288,131313,성동일,person,
2426,131314,131368,하정우,person,
2427,131369,131433,성동일,person,
2428,131434,131467,하정우,person,
2429,131468,131526,성동일,person,
2430,131527,131592,김동욱,person,
2431,131593,131701,성동일,person,
2432,131702,131768,김동욱,person,
2433,131769,131833,김동욱,person.chair,chair
2434,131834,131851,하정우,person,
2435,131852,131867,,person,
2436,131868,131887,김지석,person,
2437,131888,131913,성동일,person,
2438,131914,131935,김동욱,person,
2439,131936,131993,성동일,person,
2440,131994,132017,김동욱,person,
2441,132018,132033,성동일,person,
2442,132034,132048,김동욱,person,
2443,132049,132056,김동욱,person,
2444,132057,132093,성동일,person.chair.bowl.refrigerator.suitcase,chair.bowl.refrigerator.suitcase
2445,132094,132126,성동일,person,
2446,132127,132173,김동욱,person.chair,chair
2447,132174,132235,성동일,person.bottle.chair,bottle.chair
2448,132236,132327,김동욱,person,
2449,132328,132362,성동일,person.bottle,bottle
2450,132363,132426,,book.person,book
2451,132427,132467,성동일,person.bottle,bottle
2452,132468,132488,김동욱,person.chair,chair
2453,132489,132537,성동일,person.bottle,bottle
2454,132538,132561,김동욱,person,
2455,132562,132580,김동욱,person.tennis.racket,tennis.racket
2456,132581,132612,성동일,person.bottle,bottle
2457,132613,132718,김동욱,person,
2458,132719,132797,김동욱,person.chair.handbag,chair.handbag
2459,132798,132828,김동욱,person,
2460,132829,132862,성동일,person.bottle,bottle
2461,132863,132891,,person.car,car
2462,132892,132912,하정우,person,
2463,132913,132960,김동욱,person.chair,chair
2464,132961,133000,성동일,person.bottle,bottle
2465,133001,133068,김동욱,person.chair,chair
2466,133069,133131,성동일,person.bottle,bottle
2467,133132,133178,하정우,person,
2468,133179,133238,김동욱,person.chair,chair
2469,133239,133305,성동일,person,
2470,133306,133365,김동욱,person.chair,chair
2471,133366,133413,성동일,person.bottle,bottle
2472,133414,133478,김동욱,person,
2473,133479,133592,성동일,person.bottle,bottle
2474,133593,133665,김동욱,person.chair,chair
2475,133666,133707,성동일.김동욱,person.chair,chair
2476,133708,133741,성동일,person.remote.refrigerator,remote.refrigerator
2477,133742,133778,김동욱,person.chair,chair
2478,133779,133818,김지석,person.bed,bed
2479,133819,133855,김동욱,person,
2480,133856,133882,,person,
2481,133883,133930,성동일,person,
2482,133931,133961,김동욱,person.chair,chair
2483,133962,134016,성동일,person,
2484,134017,134058,김동욱,person.chair,chair
2485,134059,134186,성동일.김동욱,person.chair.suitcase.bowl,chair.suitcase.bowl
2486,134187,134417,,person.chair.tie.dining.table,chair.tie.dining.table
2487,134418,134525,김동욱,person.tie,tie
2488,134526,134568,성동일,person,
2489,134569,134622,하정우,person,
2490,134623,134661,성동일,person,
2491,134662,134715,하정우,person,
2492,134716,134790,성동일,person,
2493,134791,134838,하정우,person,
2494,134839,134883,성동일,person,
2495,134884,134922,하정우,person,
2496,134923,135007,하정우.성동일,person.chair,chair
2497,135008,135058,성동일,person.tie,tie
2498,135059,135092,,person,
2499,135093,135140,하정우.성동일,person.cow,cow
2500,135141,135175,하정우,person,
2501,135176,135237,성동일,person,
2502,135238,135271,하정우,person,
2503,135272,135296,성동일,person,
2504,135297,135323,김동욱,person.chair,chair
2505,135324,135341,김지석,person,
2506,135342,135357,성동일,person,
2507,135358,135376,하정우,person,
2508,135377,135418,하정우.성동일.김지석,person.chair.tie,chair.tie
2509,135419,135451,성동일,person,
2510,135452,135496,김동욱,person.tie,tie
2511,135497,135533,,person,
2512,135534,135571,김동욱,person.tie,tie
2513,135572,135621,하정우,person,
2514,135622,135737,성동일.김지석,person,
2515,135738,135775,하정우,person,
2516,135776,135826,김지석,person,
2517,135827,135948,김동욱,person.tie.toilet,tie.toilet
2518,135949,135992,성동일,person,
2519,135993,136042,김동욱,person.backpack,backpack
2520,136043,136137,하정우.성동일,person.chair,chair
2521,136138,136215,,person,
2522,136216,136355,,person.sink,sink
2523,136356,136423,하정우.김지석,person.truck.bus,truck.bus
2524,136424,136472,하정우,person,
2525,136473,136510,,person,
2526,136511,136557,하정우,person,
2527,136558,136627,김동욱.김지석,person.book.mouse,book.mouse
2528,136628,136663,,person.fork,fork
2529,136664,136715,하정우.김동욱.김지석,person.skis,skis
2530,136716,136791,하정우.김지석,person.cup,cup
2531,136792,136862,,person.hair.drier,hair.drier
2532,136863,136893,,person.bottle.tie,bottle.tie
2533,136894,136928,하정우,person,
2534,136929,136976,,person,
2535,136977,136998,,person,
2536,136999,137031,하정우,person.baseball.glove,baseball.glove
2537,137032,137077,,person.mouse,mouse
2538,137078,137107,하정우,person,
2539,137108,137170,,person,
2540,137171,137262,하정우,person,
2541,137263,137333,,person.tie,tie
2542,137334,137380,,person,
2543,137381,137408,하정우,person,
2544,137409,137437,,person.tie,tie
2545,137438,137462,,person,
2546,137463,137492,,person,
2547,137493,137533,하정우,person.motorcycle,motorcycle
2548,137534,137563,,person.sink,sink
2549,137564,137615,하정우,person.boat,boat
2550,137616,137653,,person,
2551,137654,137701,하정우,person,
2552,137702,137751,,person.cup.toothbrush.bowl,cup.toothbrush.bowl
2553,137752,137782,,person,
2554,137783,137813,김지석,person,
2555,137814,137860,,person.mouse.fork,mouse.fork
2556,137861,137906,하정우,person.horse,horse
2557,137907,137918,,person,
2558,137919,137940,,person,
2559,137941,137953,하정우,person,
2560,137954,137968,김동욱.김지석,person,
2561,137969,137985,,person.bowl,bowl
2562,137986,138002,,person,
2563,138003,138021,,person,
2564,138022,138045,하정우,person.handbag,handbag
2565,138046,138071,,person,
2566,138072,138100,하정우,person.baseball.glove,baseball.glove
2567,138101,138115,하정우,person,
2568,138116,138130,김동욱,person,
2569,138131,138160,김지석,person.motorcycle,motorcycle
2570,138161,138200,하정우.김지석,person.skis.horse.snowboard,skis.horse.snowboard
2571,138201,138225,하정우,person.sports.ball.motorcycle,sports.ball.motorcycle
2572,138226,138265,,person,
2573,138266,138313,성동일,person.skateboard.knife,skateboard.knife
2574,138314,138361,하정우,person,
2575,138362,138377,,person,
2576,138378,138391,하정우,person,
2577,138392,138411,하정우,person.stop.sign.motorcycle,stop.sign.motorcycle
2578,138412,138437,,person.cup,cup
2579,138438,138471,성동일,person,
2580,138472,138492,하정우,person.sports.ball,sports.ball
2581,138493,138510,김동욱,person,
2582,138511,138551,성동일,person,
2583,138552,138568,하정우,person,
2584,138569,138583,,person,
2585,138584,138617,김동욱,person,
2586,138618,138646,하정우,person.motorcycle,motorcycle
2587,138647,138715,김동욱,person.umbrella,umbrella
2588,138716,138750,하정우,person,
2589,138751,138785,김동욱,person,
2590,138786,138816,하정우,person.car.motorcycle,car.motorcycle
2591,138817,138912,,person,
2592,138913,138963,하정우,person.car.motorcycle,car.motorcycle
2593,138964,139012,하정우,person,
2594,139013,139038,,person.motorcycle,motorcycle
2595,139039,139081,,person.skis.snowboard,skis.snowboard
2596,139082,139113,김동욱,person,
2597,139114,139203,김지석,person.baseball.glove.car,baseball.glove.car
2598,139204,139257,김동욱,person,
2599,139258,139300,,person,
2600,139301,139353,김동욱,person,
2601,139354,139437,,person,
2602,139438,139485,김동욱.김지석,person.motorcycle,motorcycle
2603,139486,139531,김동욱,person.car,car
2604,139532,139615,,person.car.hair.drier,car.hair.drier
2605,139616,139737,,person.teddy.bear.bottle,teddy.bear.bottle
2606,139738,139797,하정우,person.cup,cup
2607,139798,139893,김동욱.김지석,person.bottle.tie.cup,bottle.tie.cup
2608,139894,139915,하정우,person,
2609,139916,139941,,bottle.cup,bottle.cup
2610,139942,139958,하정우.김동욱.김지석,person.bottle.cup,bottle.cup
2611,139959,139985,,person.bottle.dog,bottle.dog
2612,139986,140027,하정우,person.bottle,bottle
2613,140028,140097,,person,
2614,140098,140128,,person.book,book
2615,140129,140153,하정우,person,
2616,140154,140203,,person,
2617,140204,140286,,person.cell.phone,cell.phone
2618,140287,140352,,person.chair.tie,chair.tie
2619,140353,140398,,person,
2620,140399,140420,하정우,person,
2621,140421,140457,하정우.김지석,person.chair,chair
2622,140458,140492,,person,
2623,140493,140543,하정우.김동욱.김지석,person.chair,chair
2624,140544,140626,,person.bottle.handbag,bottle.handbag
2625,140627,140683,하정우,person,
2626,140684,140882,하정우.김동욱,person,
2627,140883,140936,하정우,person.bottle,bottle
2628,140937,140977,하정우.김동욱,person,
2629,140978,141010,하정우,person.bottle.cup,bottle.cup
2630,141011,141048,하정우.김동욱,person.bottle.cup.baseball.glove,bottle.cup.baseball.glove
2631,141049,141102,하정우.김동욱,person,
2632,141103,141151,하정우,person,
2633,141152,141163,하정우.김동욱,person.bottle.cup,bottle.cup
2634,141164,141182,하정우,person,
2635,141183,141203,김지석,person,
2636,141204,141231,하정우,person,
2637,141232,141275,하정우.김동욱,person,
2638,141276,141310,하정우.김동욱,person,
2639,141311,141362,하정우,person.bottle,bottle
2640,141363,141397,하정우.김동욱,person,
2641,141398,141446,하정우.김동욱,person,
2642,141447,141493,하정우,person,
2643,141494,141521,김동욱,person,
2644,141522,141550,하정우,person,
2645,141551,141685,김동욱,person,
2646,141686,141738,하정우,person,
2647,141739,141758,,person,
2648,141759,141787,김동욱,person,
2649,141788,141822,하정우,person,
2650,141823,141860,김동욱,person,
2651,141861,141885,,person,
2652,141886,141926,김동욱,person,
2653,141927,141970,,person.cake.tie,cake.tie
2654,141971,142015,하정우.김동욱,person,
2655,142016,142040,하정우,person.bottle.cup,bottle.cup
2656,142041,142065,하정우,person,
2657,142066,142090,김동욱,person,
2658,142091,142145,하정우,person.bottle.cup,bottle.cup
2659,142146,142175,하정우.김동욱,person,
2660,142176,142237,하정우,person.sports.ball,sports.ball
2661,142238,142268,하정우.김동욱,person,
2662,142269,142322,하정우,person.remote.bottle,remote.bottle
2663,142323,142398,하정우.김동욱,person,
2664,142399,142433,하정우,person.remote.bottle,remote.bottle
2665,142434,142530,하정우.김동욱,person,
2666,142531,142567,하정우,person.bottle,bottle
2667,142568,142580,,person,
2668,142581,142592,하정우,person,
2669,142593,142608,김동욱.김지석,person.dining.table,dining.table
2670,142609,142627,,person.chair,chair
2671,142628,142641,김동욱.김지석,person.chair.dining.table,chair.dining.table
2672,142642,142662,김동욱,person.chair,chair
2673,142663,142677,,person,
2674,142678,142721,,person.chair,chair
2675,142722,142748,,person,
2676,142749,142807,,person.tie.remote.dog.tv,tie.remote.dog.tv
2677,142808,142830,김동욱,person,
2678,142831,142857,하정우,person,
2679,142858,142871,,person,
2680,142872,142903,,person,
2681,142904,142947,하정우,person,
2682,142948,142961,,person.remote,remote
2683,142962,142988,김지석,person,
2684,142989,143031,김지석,person.bottle.handbag,bottle.handbag
2685,143032,143068,,person,
2686,143069,143108,,person,
2687,143109,143188,,person.knife,knife
2688,143189,143260,김지석,person,
2689,143261,143282,김지석,person,
2690,143283,143305,,person,
2691,143306,143345,하정우,person,
2692,143346,143360,,person.chair,chair
2693,143361,143391,김지석,person,
2694,143392,143410,,person.chair.sports.ball,chair.sports.ball
2695,143411,143426,김지석,person,
2696,143427,143440,,person,
2697,143441,143451,,person.sports.ball,sports.ball
2698,143452,143466,,person.umbrella,umbrella
2699,143467,143497,,person.remote,remote
2700,143498,143547,김지석,person.bottle,bottle
2701,143548,143568,,person,
2702,143569,143580,하정우,person.laptop,laptop
2703,143581,143605,,person.chair,chair
2704,143606,143618,하정우,person,
2705,143619,143637,하정우,person,
2706,143638,143662,,person.remote,remote
2707,143663,143693,하정우,person.tv,tv
2708,143694,143723,,person,
2709,143724,143752,,person,
2710,143753,143786,,person,
2711,143787,143866,하정우,person,
2712,143867,143896,,person.cup,cup
2713,143897,143932,,person.donut,donut
2714,143933,143956,김지석,person.chair,chair
2715,143957,143981,하정우,person,
2716,143982,144003,김지석,person.chair.cup,chair.cup
2717,144004,144015,,,
2718,144016,144053,하정우.김동욱.김지석,person.bottle,bottle
2719,144054,144075,,person,
2720,144076,144098,김동욱,person,
2721,144099,144120,하정우.김지석,person,
2722,144121,144157,,person.book.remote.cup,book.remote.cup
2723,144158,144200,하정우.김동욱.김지석,person.bottle.tie,bottle.tie
2724,144201,144272,김동욱,person,
2725,144273,144328,하정우.김동욱.김지석,person.cup,cup
2726,144329,144408,성동일,person,
2727,144409,144450,하정우.김지석,person.bottle.sports.ball,bottle.sports.ball
2728,144451,144546,성동일,person.book,book
2729,144547,144641,,person.bottle.backpack.chair.handbag,bottle.backpack.chair.handbag
2730,144642,144742,하정우,person.cup,cup
2731,144743,144833,김동욱,person.cup.toothbrush,cup.toothbrush
2732,144834,144888,하정우.김동욱.김지석,person.chair.cup,chair.cup
2733,144889,144925,,person.chair.tv,chair.tv
2734,144926,144973,하정우,person.chair.umbrella,chair.umbrella
2735,144974,145047,,person.book,book
2736,145048,145075,하정우,person,
2737,145076,145100,성동일,person,
2738,145101,145138,김동욱,person,
2739,145139,145171,성동일,person,
2740,145172,145215,성동일,person.umbrella,umbrella
2741,145216,145260,성동일,person,
2742,145261,145325,김지석,person.chair.cup,chair.cup
2743,145326,145377,하정우,person,
2744,145378,145460,성동일,person,
2745,145461,145563,성동일,person.umbrella,umbrella
2746,145564,145607,김동욱,person,
2747,145608,145657,성동일,person,
2748,145658,145692,김동욱,person,
2749,145693,145738,성동일,person,
2750,145739,145790,김동욱,person,
2751,145791,145835,성동일,person,
2752,145836,145870,성동일,person,
2753,145871,145927,성동일,person,
2754,145928,146008,하정우,person,
2755,146009,146045,김동욱,person,
2756,146046,146108,성동일,person,
2757,146109,146175,,person,
2758,146176,146220,,person,
2759,146221,146311,김지석,person,
2760,146312,146363,,person,
2761,146364,146425,하정우.김동욱,person,
2762,146426,146517,,person,
2763,146518,146573,성동일,person.tie,tie
2764,146574,146626,성동일,person.surfboard.backpack,surfboard.backpack
2765,146627,146671,,person.bench.handbag,bench.handbag
2766,146672,146738,성동일,person,
2767,146739,146833,성동일,person,
2768,146834,146896,하정우.김지석,person,
2769,146897,146927,성동일,person,
2770,146928,146966,하정우.김동욱.김지석,person.bottle,bottle
2771,146967,147027,성동일,person.backpack,backpack
2772,147028,147163,김동욱.김지석,person,
2773,147164,147207,성동일,person.backpack,backpack
2774,147208,147272,김동욱.김지석,person,
2775,147273,147375,성동일.김동욱,person.mouse.chair,mouse.chair
2776,147376,147413,하정우.김동욱,person.remote,remote
2777,147414,147467,성동일.김동욱,person.mouse,mouse
2778,147468,147496,하정우.김동욱,person,
2779,147497,147517,,person,
2780,147518,147538,,person,
2781,147539,147555,김지석,person,
2782,147556,147587,,person,
2783,147588,147625,,person.handbag,handbag
2784,147626,147660,김지석,person,
2785,147661,147691,,person,
2786,147692,147731,김지석,person,
2787,147732,147748,,person,
2788,147749,147766,김지석,person,
2789,147767,147801,하정우.성동일.김동욱,tv.person.skis.bench,tv.skis.bench
2790,147802,147831,하정우.김동욱,person.cup,cup
2791,147832,147862,,person,
2792,147863,147910,김지석,person.stop.sign,stop.sign
2793,147911,147962,성동일,person.backpack,backpack
2794,147963,148005,김지석,person,
2795,148006,148028,,person,
2796,148029,148082,김지석,person,
2797,148083,148122,,person,
2798,148123,148176,김지석,person,
2799,148177,148260,김지석,person,
2800,148261,148306,하정우.김동욱,person,
2801,148307,148386,김지석,person,
2802,148387,148488,,person.umbrella,umbrella
2803,148489,148567,,person,
2804,148568,148630,하정우,person,
2805,148631,148686,,person.skis,skis
2806,148687,148762,,tv.person.laptop.microwave.car,tv.laptop.microwave.car
2807,148763,148777,,person.train,train
2808,148778,148796,,microwave,microwave
2809,148797,148848,,person,
2810,148849,148962,,surfboard.person.snowboard.skis,surfboard.snowboard.skis
2811,148963,148981,,person,
2812,148982,149017,,person,
2813,149018,149087,하정우,person.bench.tv,bench.tv
2814,149088,149189,,person.bench.cup,bench.cup
2815,149190,149258,,person.bench.bottle,bench.bottle
2816,149259,149407,하정우.김동욱,person.bottle,bottle
2817,149408,149460,,person.skis,skis
2818,149461,149541,김지석,person,
2819,149542,149592,,person,
2820,149593,149669,성동일,person.scissors,scissors
2821,149670,149745,,person.truck,truck
2822,149746,149880,하정우,person.tv,tv
2823,149881,149927,,person.backpack,backpack
2824,149928,149981,,person,
2825,149982,150091,,,
2826,150092,150223,,tv.person.book.laptop.tie,tv.book.laptop.tie
2827,150224,150295,하정우,person,
2828,150296,150323,하정우.성동일,person.stop.sign,stop.sign
2829,150324,150392,성동일,person,
2830,150393,150445,하정우,person,
2831,150446,150558,,tv.person.tie.laptop,tv.tie.laptop
2832,150559,150695,성동일,person,
2833,150696,150752,,tv,tv
2834,150753,150813,하정우,person,
2835,150814,150867,성동일,person,
2836,150868,150886,,person,
2837,150887,150911,하정우,person.stop.sign,stop.sign
2838,150912,150945,성동일,person.backpack,backpack
2839,150946,150987,하정우,person.book,book
2840,150988,151042,성동일,person.backpack,backpack
2841,151043,151111,,tv.book,tv.book
2842,151112,151142,성동일,person,
2843,151143,151181,하정우.김동욱,person.remote,remote
2844,151182,151208,성동일,person,
2845,151209,151232,하정우.성동일.김동욱,person,
2846,151233,151310,성동일,person.backpack,backpack
2847,151311,151347,하정우,person,
2848,151348,151396,하정우.김동욱,person,
2849,151397,151422,하정우,person,
2850,151423,151473,,person.backpack.book.tie,backpack.book.tie
2851,151474,151502,하정우,person,
2852,151503,151547,하정우.김동욱,person,
2853,151548,151588,하정우.김동욱,person,
2854,151589,151655,,tv.person.remote,tv.remote
2855,151656,151764,,person,
2856,151765,151941,하정우.김동욱,person,
2857,151942,152136,,person.tv,tv
2858,152137,152198,하정우.김동욱,person,
2859,152199,152402,,tv.person,tv
2860,152403,152460,하정우.김동욱,person,
2861,152461,152601,,tv.person,tv
2862,152602,152713,하정우.김동욱,person.tv,tv
2863,152714,152742,하정우.김동욱,person,
2864,152743,152767,김동욱,person,
2865,152768,152791,김지석,person,
2866,152792,152831,하정우.김동욱.김지석,person.bench.handbag,bench.handbag
2867,152832,152866,,person.laptop.tie.tv,laptop.tie.tv
2868,152867,152901,김지석,tv.person.laptop,tv.laptop
2869,152902,152927,하정우.김동욱,person,
2870,152928,152951,하정우.김동욱,person,
2871,152952,152975,김지석,tv.person,tv
2872,152976,152997,김동욱,person.remote,remote
2873,152998,153017,하정우,person,
2874,153018,153067,하정우,person,
2875,153068,153102,,person,
2876,153103,153160,성동일,person,
2877,153161,153186,김지석,person.hair.drier,hair.drier
2878,153187,153218,하정우,hair.drier.person,hair.drier
2879,153219,153260,,tv.person.bench,tv.bench
2880,153261,153282,성동일,person,
2881,153283,153333,하정우.성동일,person.bench,bench
2882,153334,153397,하정우.김동욱.김지석,person.bowl,bowl
2883,153398,153446,하정우.성동일.김동욱.김지석,handbag.person.mouse.bench,handbag.mouse.bench
2884,153447,153463,하정우.성동일.김지석,hair.drier.person,hair.drier
2885,153464,153512,,tv.person,tv
2886,153513,153590,하정우.성동일.김동욱,person.cup,cup
2887,153591,153631,하정우.성동일.김동욱.김지석,handbag.person,handbag
2888,153632,153658,,person,
2889,153659,153692,,person.cup,cup
2890,153693,153792,하정우.성동일.김동욱.김지석,person.bench,bench
2891,153793,153882,하정우.김동욱,person,
2892,153883,154051,,person.bottle.chair.cup,bottle.chair.cup
2893,154052,154111,성동일,person.cell.phone.bench,cell.phone.bench
2894,154112,154160,,person.tie,tie
2895,154161,154235,성동일,person.cell.phone.bench.clock,cell.phone.bench.clock
2896,154236,154295,성동일,person.cell.phone.tie,cell.phone.tie
2897,154296,154355,,person,
2898,154356,154410,,person.tv,tv
2899,154411,154508,성동일,person.cell.phone,cell.phone
2900,154509,154561,성동일,person.microwave.cell.phone,microwave.cell.phone
2901,154562,154611,,person.tie.tv,tie.tv
2902,154612,154657,,person.bottle.knife,bottle.knife
2903,154658,154713,성동일,person.cell.phone.tv,cell.phone.tv
2904,154714,154780,,person.tv.tie.laptop,tv.tie.laptop
2905,154781,154848,,person,
2906,154849,154920,성동일,person,
2907,154921,154967,성동일,person.chair.cell.phone,chair.cell.phone
2908,154968,155006,,person,
2909,155007,155032,성동일,person.cell.phone.clock,cell.phone.clock
2910,155033,155148,성동일,person.cell.phone,cell.phone
2911,155149,155185,,person,
2912,155186,155248,,person.knife,knife
2913,155249,155583,성동일,person.cell.phone,cell.phone
2914,155584,155621,하정우.성동일.김동욱,person,
2915,155622,155658,,person,
2916,155659,155687,김지석,person.book,book
2917,155688,155722,,person,
2918,155723,155815,성동일.김지석,person.chair,chair
2919,155816,155876,하정우.성동일,person,
2920,155877,155973,하정우.성동일,person,
2921,155974,156023,성동일,person,
2922,156024,156088,하정우.성동일,person.cell.phone,cell.phone
2923,156089,156168,김지석,person,
2924,156169,156245,하정우.성동일,person.cell.phone,cell.phone
2925,156246,156477,성동일,person.chair,chair
2926,156478,156545,,person.car.truck,car.truck
2927,156546,156600,김동욱,person.car.cell.phone,car.cell.phone
2928,156601,156675,하정우.김지석,person.backpack.car.bus,backpack.car.bus
2929,156676,156717,,train,train
2930,156718,156793,하정우,person.backpack.baseball.bat,backpack.baseball.bat
2931,156794,156861,김동욱.김지석,person,
2932,156862,156906,하정우.김동욱.김지석,person.car,car
2933,156907,156956,하정우.김동욱.김지석,person.tie.backpack,tie.backpack
2934,156957,157022,,person.stop.sign,stop.sign
2935,157023,157068,하정우.김지석,person,
2936,157069,157147,,person.bicycle.remote.cell.phone,bicycle.remote.cell.phone
2937,157148,157237,김동욱,person,
2938,157238,157310,하정우.김지석,person.tie,tie
2939,157311,157435,,person.chair.tie.couch.sink,chair.tie.couch.sink
2940,157436,157467,김동욱,person.potted.plant.clock.vase,potted.plant.clock.vase
2941,157468,157503,김동욱,person.clock,clock
2942,157504,157525,,person.tie,tie
2943,157526,157548,김동욱,person.clock,clock
2944,157549,157577,,person.tie.chair,tie.chair
2945,157578,157611,,person.tie.couch,tie.couch
2946,157612,157692,김동욱,person.clock,clock
2947,157693,157735,,person.tie.chair,tie.chair
2948,157736,157806,김동욱,person.clock,clock
2949,157807,157873,,person.tie.chair.couch,tie.chair.couch
2950,157874,157968,김동욱,person.clock,clock
2951,157969,158086,성동일,person.mouse,mouse
2952,158087,158253,하정우.김동욱,person,
2953,158254,158312,하정우.성동일.김동욱.김지석,person.clock.chair.bed,clock.chair.bed
2954,158313,158420,하정우.김동욱,person,
2955,158421,158480,성동일,person.bottle,bottle
2956,158481,158590,하정우.김동욱,person,
2957,158591,158718,,person.bottle.suitcase,bottle.suitcase
2958,158719,158845,하정우.김동욱,person,
2959,158846,158878,,person.bottle.suitcase,bottle.suitcase
2960,158879,158945,하정우.김동욱,person,
2961,158946,159028,성동일,person,
2962,159029,159227,하정우.김동욱,person,
2963,159228,159300,성동일,person,
2964,159301,159432,하정우.김동욱,person,
2965,159433,159532,성동일,person,
2966,159533,159603,김동욱.김지석,person,
2967,159604,159697,성동일,person,
2968,159698,159807,김동욱.김지석,person.umbrella,umbrella
2969,159808,159897,성동일,person,
2970,159898,160040,하정우.김동욱.김지석,person.umbrella,umbrella
2971,160041,160101,성동일,person,
2972,160102,160163,하정우.김동욱.김지석,dining.table.backpack.bowl.person.bottle.chair.clock,dining.table.backpack.bowl.bottle.chair.clock
2973,160164,160238,성동일,person,
2974,160239,160296,하정우.김동욱,person,
2975,160297,160447,성동일,person,
2976,160448,160487,하정우.김동욱,person,
2977,160488,160500,성동일,person,
2978,160501,160512,하정우.김동욱.김지석,person.chair.bottle,chair.bottle
2979,160513,160522,성동일,person,
2980,160523,160545,김동욱,person,
2981,160546,160580,김동욱,person,
2982,160581,160608,,person,
2983,160609,160656,하정우.김동욱.김지석,person.refrigerator.chair.microwave,refrigerator.chair.microwave
2984,160657,160696,,handbag.person.bottle.suitcase,handbag.bottle.suitcase
2985,160697,160750,김지석,person,
2986,160751,160785,,person,
2987,160786,160851,하정우.성동일.김동욱.김지석,person.remote.refrigerator.chair,remote.refrigerator.chair
2988,160852,160917,김지석,person,
2989,160918,160991,하정우.김지석,person.chair,chair
2990,160992,161023,성동일,handbag.person.bottle.suitcase,handbag.bottle.suitcase
2991,161024,161053,하정우,person.cup,cup
2992,161054,161077,하정우.김지석,person,
2993,161078,161108,하정우,person.cup,cup
2994,161109,161141,하정우.김동욱,person.chair,chair
2995,161142,161165,,person,
2996,161166,161197,하정우.김지석,person,
2997,161198,161226,,person,
2998,161227,161263,하정우.성동일.김동욱.김지석,person,
2999,161264,161342,김동욱.김지석,person,
3000,161343,161395,성동일,person.chair.suitcase,chair.suitcase
3001,161396,161467,김동욱.김지석,person.tie,tie
3002,161468,161571,김지석,person,
3003,161572,161653,김동욱.김지석,person,
3004,161654,161721,,person,
3005,161722,161825,김지석,person,
3006,161826,161847,하정우.성동일.김동욱,person.bench.suitcase,bench.suitcase
3007,161848,161865,하정우,person,
3008,161866,161880,,person.tv,tv
3009,161881,161917,,person.dining.table.clock.cup,dining.table.clock.cup
3010,161918,161935,하정우,person,
3011,161936,161956,성동일,person.suitcase,suitcase
3012,161957,161968,김지석,person.refrigerator,refrigerator
3013,161969,161990,,person.skis.sports.ball.dining.table.vase.clock.chair,skis.sports.ball.dining.table.vase.clock.chair
3014,161991,161998,,,
3015,161999,162018,김지석,person,
3016,162019,162055,김동욱,person,
3017,162056,162071,,person.skis.dining.table.vase,skis.dining.table.vase
3018,162072,162091,김지석,person,
3019,162092,162132,하정우.성동일,person.chair,chair
3020,162133,162147,,person,
3021,162148,162157,,person.skis.dining.table,skis.dining.table
3022,162158,162187,김지석,person.oven.refrigerator.baseball.bat,oven.refrigerator.baseball.bat
3023,162188,162210,,person.skis.refrigerator,skis.refrigerator
3024,162211,162240,,person,
3025,162241,162251,김지석,person,
3026,162252,162303,,baseball.glove.clock.vase.person.chair.tv.baseball.bat.cup,baseball.glove.clock.vase.chair.tv.baseball.bat.cup
3027,162304,162323,김지석,person,
3028,162324,162352,,person,
3029,162353,162386,김지석,person,
3030,162387,162431,,tv.person,tv
3031,162432,162456,김지석,person,
3032,162457,162475,,person,
3033,162476,162493,김지석,person,
3034,162494,162533,,person,
3035,162534,162556,김지석,person,
3036,162557,162586,,person.skateboard,skateboard
3037,162587,162598,하정우,person.chair,chair
3038,162599,162620,,person.remote,remote
3039,162621,162660,,tv.person.chair.vase,tv.chair.vase
3040,162661,162708,,person.cup,cup
3041,162709,162736,하정우,person.chair,chair
